"month_year","complaint_type","complaint_count"
"2022-03",Litter Basket Complaint,72
"2022-03",Litter Basket Request,213
"2022-03",Lost Property,677
"2022-03",Lot Condition,128
"2022-03",Maintenance or Facility,943
"2022-03",Missed Collection,4453
"2022-03",Mobile Food Vendor,208
"2022-03",Mold,14
"2022-03",Mosquitoes,2
"2022-03",Municipal Parking Facility,1
"2022-03",New Tree Request,769
"2022-03",Noise,4536
"2022-03",Noise - Commercial,4847
"2022-03",Noise - Helicopter,1755
"2022-03",Noise - House of Worship,75
"2022-03",Noise - Park,287
"2022-03",Noise - Residential,24313
"2022-03",Noise - Street/Sidewalk,7323
"2022-03",Noise - Vehicle,5265
"2022-03",Non-Emergency Police Matter,1007
"2022-03",Non-Residential Heat,62
"2022-03",Obstruction,787
"2022-03",Outdoor Dining,309
"2022-03",OUTSIDE BUILDING,57
"2022-03",Overgrown Tree/Branches,627
"2022-03",PAINT/PLASTER,4381
"2022-03",Panhandling,499
"2022-03",Pet Shop,3
"2022-03",Plant,1
"2022-03",Plumbing,247
"2022-03",PLUMBING,4850
"2022-03",Poison Ivy,1
"2022-03",Posting Advertisement,6
"2022-03",Private School Vaccine Mandate Non-Compliance,22
"2022-03",Public Payphone Complaint,2
"2022-03",Public Toilet,3
"2022-03",Real Time Enforcement,423
"2022-03",Recycling Basket Complaint,5
"2022-03",Request Large Bulky Item Collection,5968
"2022-03",Residential Disposal Complaint,605
"2022-03",Retailer Complaint,2
"2022-03",Rodent,3209
"2022-03",Root/Sewer/Sidewalk Condition,712
"2022-03",SAFETY,1020
"2022-03",Sanitation Worker or Vehicle Complaint,195
"2022-03",Scaffold Safety,21
"2022-03",School Maintenance,88
"2022-03",Sewer,1901
"2022-03",Sidewalk Condition,1890
"2022-03",Smoking,360
"2022-03",Snow or Ice,33
"2022-03",Special Natural Area District (SNAD),4
"2022-03",Special Projects Inspection Team (SPIT),268
"2022-03",Street Condition,8632
"2022-03",Street Light Condition,4503
"2022-03",Street Sign - Damaged,459
"2022-03",Street Sign - Dangling,446
"2022-03",Street Sign - Missing,414
"2022-03",Street Sweeping Complaint,602
"2022-03",Tattooing,10
"2022-03",Taxi Complaint,322
"2022-03",Taxi Compliment,7
"2022-03",Taxi Report,3
"2022-03",Traffic,438
"2022-03",Traffic Signal Condition,3696
"2022-03",Unleashed Dog,47
"2022-03",Unsanitary Animal Facility,2
"2022-03",Unsanitary Animal Pvt Property,138
"2022-03",UNSANITARY CONDITION,7520
"2022-03",Unsanitary Pigeon Condition,66
"2022-03",Uprooted Stump,34
"2022-03",Urinating in Public,49
"2022-03",Vaccine Mandate Non-Compliance,29
"2022-03",Violation of Park Rules,218
"2022-03",Water Conservation,255
"2022-03",WATER LEAK,2913
"2022-03",Water Quality,132
"2022-03",Water System,3559
"2022-03",Window Guard,1
"2022-03",Wood Pile Remaining,25
"2022-04",Abandoned Bike,133
"2022-04",Abandoned Vehicle,5309
"2022-04",Adopt-A-Basket,79
"2022-04",AHV Inspection Unit,23
"2022-04",Air Quality,950
"2022-04",Animal-Abuse,530
"2022-04",Animal Facility - No Permit,3
"2022-04",Animal in a Park,494
"2022-04",APPLIANCE,1354
"2022-04",Asbestos,144
"2022-04",Beach/Pool/Sauna Complaint,10
"2022-04",BEST/Site Safety,51
"2022-04",Bike Rack Condition,17
"2022-04",Bike/Roller/Skate Chronic,146
"2022-04",Blocked Driveway,12527
"2022-04",Boilers,301
"2022-04",Borough Office,1
"2022-04",Bridge Condition,34
"2022-04",Broken Parking Meter,389
"2022-04",Building Condition,1
"2022-04",Building/Use,1465
"2022-04",Bus Stop Shelter Complaint,76
"2022-04",Bus Stop Shelter Placement,13
"2022-04",Calorie Labeling,1
"2022-04",Commercial Disposal Complaint,92
"2022-04",Consumer Complaint,2116
"2022-04",Cranes and Derricks,11
"2022-04",Curb Condition,561
"2022-04",Damaged Tree,1255
"2022-04",Day Care,138
"2022-04",Dead Animal,762
"2022-04",Dead/Dying Tree,576
"2022-04",DEP Highway Condition,1
"2022-04",DEP Street Condition,1
"2022-04",Dept of Investigations,2
"2022-04",Derelict Vehicles,3947
"2022-04",Dirty Condition,3272
"2022-04",Disorderly Youth,20
"2022-04",DOOR/WINDOW,3238
"2022-04",Drinking,239
"2022-04",Drinking Water,21
"2022-04",Drug Activity,726
"2022-04",Dumpster Complaint,142
"2022-04",E-Scooter,13
"2022-04",ELECTRIC,1660
"2022-04",Electrical,107
"2022-04",Electronics Waste Appointment,622
"2022-04",Elevator,1157
"2022-04",ELEVATOR,124
"2022-04",Emergency Response Team (ERT),269
"2022-04",Encampment,3148
"2022-04",Ferry Complaint,13
"2022-04",Ferry Inquiry,26
"2022-04",FHV Licensee Complaint,3
"2022-04",FLOORING/STAIRS,1728
"2022-04",Food Establishment,798
"2022-04",Food Poisoning,219
"2022-04",For Hire Vehicle Complaint,1061
"2022-04",For Hire Vehicle Report,3
"2022-04",GENERAL,2224
"2022-04",General Construction/Plumbing,3097
"2022-04",Graffiti,1004
"2022-04",Green Taxi Complaint,12
"2022-04",Hazardous Materials,101
"2022-04",HEAT/HOT WATER,16130
"2022-04",Highway Condition,382
"2022-04",Highway Sign - Damaged,9
"2022-04",Highway Sign - Missing,3
"2022-04",Homeless Person Assistance,2594
"2022-04",Illegal Animal Kept as Pet,18
"2022-04",Illegal Animal Sold,5
"2022-04",Illegal Dumping,1908
"2022-04",Illegal Fireworks,121
"2022-04",Illegal Parking,33164
"2022-04",Illegal Posting,219
"2022-04",Illegal Tree Damage,285
"2022-04",Incorrect Data,3
"2022-04",Indoor Air Quality,482
"2022-04",Indoor Sewage,40
"2022-04",Industrial Waste,62
"2022-04",Institution Disposal Complaint,5
"2022-04",Investigations and Discipline (IAD),35
"2022-04",Lead,639
"2022-04",LinkNYC,16
"2022-04",Litter Basket Complaint,107
"2022-04",Litter Basket Request,230
"2022-04",Lost Property,653
"2022-04",Lot Condition,110
"2022-04",Maintenance or Facility,1063
"2022-04",Missed Collection,3993
"2022-04",Mobile Food Vendor,237
"2022-04",Mold,12
"2022-04",Mosquitoes,6
"2022-04",Municipal Parking Facility,2
"2022-04",New Tree Request,1082
"2022-04",Noise,4369
"2022-04",Noise - Commercial,5500
"2022-04",Noise - Helicopter,2410
"2022-04",Noise - House of Worship,99
"2022-04",Noise - Park,464
"2022-04",Noise - Residential,25670
"2022-04",Noise - Street/Sidewalk,10070
"2022-04",Noise - Vehicle,6220
"2022-04",Non-Emergency Police Matter,1105
"2022-04",Non-Residential Heat,30
"2022-04",Obstruction,771
"2022-04",Outdoor Dining,365
"2022-04",OUTSIDE BUILDING,103
"2022-04",Overgrown Tree/Branches,692
"2022-04",PAINT/PLASTER,3942
"2022-04",Panhandling,534
"2022-04",Pet Shop,8
"2022-04",Plant,3
"2022-04",Plumbing,212
"2022-04",PLUMBING,4157
"2022-04",Poison Ivy,2
"2022-04",Posting Advertisement,4
"2022-04",Private School Vaccine Mandate Non-Compliance,44
"2022-04",Public Payphone Complaint,3
"2022-04",Public Toilet,6
"2022-04",Radioactive Material,1
"2022-04",Real Time Enforcement,423
"2022-04",Recycling Basket Complaint,18
"2022-04",Request Large Bulky Item Collection,360
"2022-04",Residential Disposal Complaint,662
"2022-04",Retailer Complaint,2
"2022-04",Rodent,3184
"2022-04",Root/Sewer/Sidewalk Condition,714
"2022-04",SAFETY,924
"2022-04",Sanitation Worker or Vehicle Complaint,207
"2022-04",Scaffold Safety,15
"2022-04",School Maintenance,69
"2022-04",Sewer,2173
"2022-04",Sidewalk Condition,1982
"2022-04",Smoking,415
"2022-04",Special Natural Area District (SNAD),2
"2022-04",Special Projects Inspection Team (SPIT),252
"2022-04",Standing Water,98
"2022-04",Street Condition,8307
"2022-04",Street Light Condition,3945
"2022-04",Street Sign - Damaged,436
"2022-04",Street Sign - Dangling,410
"2022-04",Street Sign - Missing,425
"2022-04",Street Sweeping Complaint,386
"2022-04",Tattooing,10
"2022-04",Taxi Complaint,509
"2022-04",Taxi Compliment,9
"2022-04",Taxi Licensee Complaint,1
"2022-04",Taxi Report,18
"2022-04",Traffic,524
"2022-04",Traffic Signal Condition,3362
"2022-04",Transfer Station Complaint,1
"2022-04",Unleashed Dog,62
"2022-04",Unsanitary Animal Facility,3
"2022-04",Unsanitary Animal Pvt Property,130
"2022-04",UNSANITARY CONDITION,6858
"2022-04",Unsanitary Pigeon Condition,72
"2022-04",Uprooted Stump,37
"2022-04",Urinating in Public,56
"2022-04",Vaccine Mandate Non-Compliance,1
"2022-04",Violation of Park Rules,319
"2022-04",Water Conservation,217
"2022-04",WATER LEAK,2845
"2022-04",Water Quality,98
"2022-04",Water System,3457
"2022-04",Window Guard,2
"2022-04",Wood Pile Remaining,9
"2022-04",X-Ray Machine/Equipment,1
"2022-05",Abandoned Bike,143
"2022-05",Abandoned Vehicle,5330
"2022-05",Adopt-A-Basket,101
"2022-05",AHV Inspection Unit,7
"2022-05",Air Quality,1091
"2022-05",Animal-Abuse,567
"2022-05",Animal Facility - No Permit,6
"2022-05",Animal in a Park,513
"2022-05",APPLIANCE,1242
"2022-05",Asbestos,125
"2022-05",Beach/Pool/Sauna Complaint,20
"2022-05",BEST/Site Safety,39
"2022-05",Bike Rack Condition,22
"2022-05",Bike/Roller/Skate Chronic,172
"2022-05",Blocked Driveway,13344
"2022-05",Boilers,272
"2022-05",Borough Office,3
"2022-05",Bridge Condition,21
"2022-05",Broken Parking Meter,423
"2022-05",Building Drinking Water Tank,3
"2022-05",Building/Use,1555
"2022-05",Bus Stop Shelter Complaint,93
"2022-05",Bus Stop Shelter Placement,17
"2022-05",Commercial Disposal Complaint,109
"2022-05",Consumer Complaint,2216
"2022-05",Cooling Tower,2
"2022-05",Cranes and Derricks,7
"2022-05",Curb Condition,650
"2022-05",Damaged Tree,1689
"2022-05",Day Care,204
"2022-05",Dead Animal,940
"2022-05",Dead/Dying Tree,788
"2022-05",DEP Street Condition,11
"2022-05",Dept of Investigations,1
"2022-05",Derelict Vehicles,4222
"2022-05",Dirty Condition,3624
"2022-05",Disorderly Youth,23
"2022-05",DOOR/WINDOW,3004
"2022-05",Drinking,277
"2022-05",Drinking Water,35
"2022-05",Drug Activity,867
"2022-05",Dumpster Complaint,144
"2022-05",E-Scooter,13
"2022-05",ELECTRIC,1765
"2022-05",Electrical,113
"2022-05",Electronics Waste Appointment,714
"2022-05",Elevator,1044
"2022-05",ELEVATOR,114
"2022-05",Emergency Response Team (ERT),259
"2022-05",Encampment,2926
"2022-05",Ferry Complaint,20
"2022-05",Ferry Inquiry,36
"2022-05",FHV Licensee Complaint,3
"2022-05",FLOORING/STAIRS,1718
"2022-05",Food Establishment,996
"2022-05",Food Poisoning,188
"2022-05",For Hire Vehicle Complaint,1249
"2022-05",For Hire Vehicle Report,7
"2022-05",GENERAL,1963
"2022-05",General Construction/Plumbing,3501
"2022-05",Graffiti,1136
"2022-05",Green Taxi Complaint,14
"2022-05",Hazardous Materials,160
"2022-05",HEAT/HOT WATER,7034
"2022-05",Highway Condition,442
"2022-05",Highway Sign - Damaged,10
"2022-05",Highway Sign - Dangling,4
"2022-05",Highway Sign - Missing,2
"2022-05",Homeless Person Assistance,2926
"2022-05",Illegal Animal Kept as Pet,28
"2022-05",Illegal Animal Sold,5
"2022-05",Illegal Dumping,2567
"2022-05",Illegal Fireworks,521
"2022-05",Illegal Parking,36635
"2022-05",Illegal Posting,216
"2022-05",Illegal Tree Damage,385
"2022-05",Incorrect Data,9
"2022-05",Indoor Air Quality,516
"2022-05",Indoor Sewage,40
"2022-05",Industrial Waste,75
"2022-05",Institution Disposal Complaint,6
"2022-05",Investigations and Discipline (IAD),20
"2022-05",Lead,601
"2022-05",Lifeguard,1
"2022-05",LinkNYC,16
"2022-05",Litter Basket Complaint,134
"2022-05",Litter Basket Request,212
"2022-05",Lost Property,679
"2022-05",Lot Condition,159
"2022-05",Maintenance or Facility,1928
"2022-05",Missed Collection,4378
"2022-05",Mobile Food Vendor,265
"2022-05",Mold,27
"2022-05",Mosquitoes,26
"2022-05",Municipal Parking Facility,6
"2022-05",New Tree Request,1193
"2022-05",Noise,4804
"2022-05",Noise - Commercial,6543
"2022-05",Noise - Helicopter,2079
"2022-05",Noise - House of Worship,162
"2022-05",Noise - Park,1170
"2022-05",Noise - Residential,45555
"2022-05",Noise - Street/Sidewalk,20064
"2022-05",Noise - Vehicle,8560
"2022-05",Non-Emergency Police Matter,1175
"2022-05",Non-Residential Heat,15
"2022-05",Obstruction,1060
"2022-05",Oil or Gas Spill,1
"2022-05",Outdoor Dining,472
"2022-05",OUTSIDE BUILDING,60
"2022-05",Overgrown Tree/Branches,1494
"2022-05",PAINT/PLASTER,3934
"2022-05",Panhandling,473
"2022-05",Pet Shop,3
"2022-05",Plant,10
"2022-05",Plumbing,208
"2022-05",PLUMBING,4083
"2022-05",Poison Ivy,11
"2022-05",Posting Advertisement,5
"2022-05",Private School Vaccine Mandate Non-Compliance,101
"2022-05",Public Payphone Complaint,1
"2022-05",Public Toilet,3
"2022-05",Real Time Enforcement,445
"2022-05",Recycling Basket Complaint,5
"2022-05",Request Large Bulky Item Collection,336
"2022-05",Residential Disposal Complaint,665
"2022-05",Rodent,4035
"2022-05",Root/Sewer/Sidewalk Condition,789
"2022-05",SAFETY,836
"2022-05",Sanitation Worker or Vehicle Complaint,256
"2022-05",Scaffold Safety,17
"2022-05",School Maintenance,158
"2022-05",Sewer,2371
"2022-05",Sidewalk Condition,2140
"2022-05",Smoking,388
"2022-05",Special Natural Area District (SNAD),6
"2022-05",Special Projects Inspection Team (SPIT),282
"2022-05",Squeegee,4
"2022-05",Standing Water,177
"2022-05",Street Condition,7995
"2022-05",Street Light Condition,3889
"2022-05",Street Sign - Damaged,483
"2022-05",Street Sign - Dangling,300
"2022-05",Street Sign - Missing,441
"2022-05",Street Sweeping Complaint,474
"2022-05",Tattooing,9
"2022-05",Taxi Complaint,551
"2022-05",Taxi Compliment,6
"2022-05",Taxi Report,14
"2022-05",Traffic,690
"2022-05",Traffic Signal Condition,3160
"2022-05",Unleashed Dog,81
"2022-05",Unsanitary Animal Facility,1
"2022-05",Unsanitary Animal Pvt Property,208
"2022-05",UNSANITARY CONDITION,7100
"2022-05",Unsanitary Pigeon Condition,92
"2022-05",Uprooted Stump,42
"2022-05",Urinating in Public,79
"2022-05",Violation of Park Rules,471
"2022-05",Water Conservation,364
"2022-05",WATER LEAK,2634
"2022-05",Water Quality,94
"2022-05",Water System,5367
"2022-05",Window Guard,1
"2022-05",Wood Pile Remaining,25
"2022-06",Abandoned Bike,172
"2022-06",Abandoned Vehicle,5791
"2022-06",Adopt-A-Basket,64
"2022-06",AHV Inspection Unit,9
"2022-06",Air Quality,1065
"2022-06",Animal-Abuse,634
"2022-06",Animal Facility - No Permit,3
"2022-06",Animal in a Park,504
"2022-06",APPLIANCE,1429
"2022-06",Asbestos,119
"2022-06",Beach/Pool/Sauna Complaint,27
"2022-06",BEST/Site Safety,42
"2022-06",Bike Rack Condition,19
"2022-06",Bike/Roller/Skate Chronic,233
"2022-06",Blocked Driveway,13548
"2022-06",Boilers,211
"2022-06",Borough Office,4
"2022-06",Bridge Condition,36
"2022-06",Broken Parking Meter,472
"2022-06",Building Drinking Water Tank,9
"2022-06",Building/Use,1773
"2022-06",Bus Stop Shelter Complaint,90
"2022-06",Bus Stop Shelter Placement,12
"2022-06",Calorie Labeling,3
"2022-06",Commercial Disposal Complaint,139
"2022-06",Consumer Complaint,2310
"2022-06",Cooling Tower,4
"2022-06",Cranes and Derricks,6
"2022-06",Curb Condition,611
"2022-06",Damaged Tree,2460
"2022-06",Day Care,131
"2022-06",Dead Animal,919
"2022-06",Dead/Dying Tree,980
"2022-06",DEP Sidewalk Condition,1
"2022-06",DEP Street Condition,3
"2022-06",Dept of Investigations,2
"2022-06",Derelict Vehicles,4326
"2022-06",Dirty Condition,4295
"2022-06",Disorderly Youth,15
"2022-06",DOOR/WINDOW,3001
"2022-06",Drinking,393
"2022-06",Drinking Water,15
"2022-06",Drug Activity,569
"2022-06",Dumpster Complaint,195
"2022-06",E-Scooter,28
"2022-06",ELECTRIC,1949
"2022-06",Electrical,158
"2022-06",Electronics Waste Appointment,869
"2022-06",Elevator,1163
"2022-06",ELEVATOR,146
"2022-06",Emergency Response Team (ERT),269
"2022-06",Encampment,3587
"2022-06",Ferry Complaint,25
"2022-06",Ferry Inquiry,21
"2022-06",FHV Licensee Complaint,3
"2022-06",FLOORING/STAIRS,1667
"2022-06",Food Establishment,941
"2022-06",Food Poisoning,188
"2022-06",For Hire Vehicle Complaint,1286
"2022-06",For Hire Vehicle Report,2
"2022-06",GENERAL,1993
"2022-06",General Construction/Plumbing,3982
"2022-06",Graffiti,808
"2022-06",Green Taxi Complaint,23
"2022-06",Hazardous Materials,151
"2022-06",HEAT/HOT WATER,3343
"2022-06",Highway Condition,328
"2022-06",Highway Sign - Damaged,12
"2022-06",Highway Sign - Dangling,2
"2022-06",Highway Sign - Missing,7
"2022-06",Homeless Person Assistance,3555
"2022-06",Illegal Animal Kept as Pet,43
"2022-06",Illegal Animal Sold,5
"2022-06",Illegal Dumping,2934
"2022-06",Illegal Fireworks,1616
"2022-06",Illegal Parking,36777
"2022-06",Illegal Posting,234
"2022-06",Illegal Tree Damage,432
"2022-06",Incorrect Data,9
"2022-06",Indoor Air Quality,494
"2022-06",Indoor Sewage,38
"2022-06",Industrial Waste,95
"2022-06",Institution Disposal Complaint,15
"2022-06",Internal Code,2
"2022-06",Investigations and Discipline (IAD),41
"2022-06",Lead,530
"2022-06",Lifeguard,7
"2022-06",LinkNYC,7
"2022-06",Litter Basket Complaint,200
"2022-06",Litter Basket Request,238
"2022-06",Lost Property,615
"2022-06",Lot Condition,266
"2022-06",Maintenance or Facility,2822
"2022-06",Missed Collection,5028
"2022-06",Mobile Food Vendor,235
"2022-06",Mold,19
"2022-06",Mosquitoes,97
"2022-06",Municipal Parking Facility,10
"2022-06",New Tree Request,1234
"2022-06",Noise,4029
"2022-06",Noise - Commercial,6350
"2022-06",Noise - Helicopter,1392
"2022-06",Noise - House of Worship,198
"2022-06",Noise - Park,1395
"2022-06",Noise - Residential,31002
"2022-06",Noise - Street/Sidewalk,23249
"2022-06",Noise - Vehicle,7892
"2022-06",Non-Emergency Police Matter,1244
"2022-06",Obstruction,1557
"2022-06",Outdoor Dining,471
"2022-06",OUTSIDE BUILDING,67
"2022-06",Overgrown Tree/Branches,2560
"2022-06",PAINT/PLASTER,3852
"2022-06",Panhandling,470
"2022-06",Pet Shop,3
"2022-06",Plant,17
"2022-06",Plumbing,304
"2022-06",PLUMBING,4026
"2022-06",Poison Ivy,34
"2022-06",Posting Advertisement,4
"2022-06",Private School Vaccine Mandate Non-Compliance,20
"2022-06",Public Toilet,4
"2022-06",Radioactive Material,4
"2022-06",Real Time Enforcement,496
"2022-06",Recycling Basket Complaint,10
"2022-06",Request Large Bulky Item Collection,299
"2022-06",Residential Disposal Complaint,787
"2022-06",Rodent,4338
"2022-06",Root/Sewer/Sidewalk Condition,848
"2022-06",SAFETY,898
"2022-06",Sanitation Worker or Vehicle Complaint,320
"2022-06",Scaffold Safety,15
"2022-06",School Maintenance,105
"2022-06",Sewer,2350
"2022-06",Sidewalk Condition,2031
"2022-06",Smoking,313
"2022-06",Special Natural Area District (SNAD),5
"2022-06",Special Operations,1
"2022-06",Special Projects Inspection Team (SPIT),274
"2022-06",Squeegee,2
"2022-06",Standing Water,254
"2022-06",Street Condition,7578
"2022-06",Street Light Condition,4900
"2022-06",Street Sign - Damaged,472
"2022-06",Street Sign - Dangling,266
"2022-06",Street Sign - Missing,397
"2022-06",Street Sweeping Complaint,698
"2022-06",Tattooing,19
"2022-06",Taxi Complaint,549
"2022-06",Taxi Compliment,8
"2022-06",Taxi Report,4
"2022-06",Traffic,540
"2022-06",Traffic Signal Condition,2918
"2022-06",Transfer Station Complaint,1
"2022-06",Unleashed Dog,76
"2022-06",Unsanitary Animal Facility,5
"2022-06",Unsanitary Animal Pvt Property,219
"2022-06",UNSANITARY CONDITION,8073
"2022-06",Unsanitary Pigeon Condition,77
"2022-06",Uprooted Stump,50
"2022-06",Urinating in Public,67
"2022-06",Violation of Park Rules,626
"2022-06",Water Conservation,399
"2022-06",WATER LEAK,2500
"2022-06",Water Quality,90
"2022-06",Water System,5130
"2022-06",Window Guard,4
"2022-06",Wood Pile Remaining,26
"2022-06",X-Ray Machine/Equipment,3
"2022-06",ZTESTINT,1
"2022-07",Abandoned Bike,179
"2022-07",Abandoned Vehicle,5628
"2022-07",Adopt-A-Basket,18
"2022-07",AHV Inspection Unit,15
"2022-07",Air Quality,947
"2022-07",Animal-Abuse,684
"2022-07",Animal Facility - No Permit,2
"2022-07",Animal in a Park,364
"2022-07",APPLIANCE,1695
"2022-07",Asbestos,103
"2022-07",Beach/Pool/Sauna Complaint,48
"2022-07",BEST/Site Safety,27
"2022-07",Bike Rack Condition,14
"2022-07",Bike/Roller/Skate Chronic,165
"2022-07",Blocked Driveway,12126
"2022-07",Boilers,202
"2022-07",Bridge Condition,16
"2022-07",Broken Parking Meter,424
"2022-07",Building Condition,1
"2022-07",Building Drinking Water Tank,10
"2022-07",Building/Use,1689
"2022-07",Bus Stop Shelter Complaint,126
"2022-07",Bus Stop Shelter Placement,21
"2022-07",Calorie Labeling,1
"2022-07",Commercial Disposal Complaint,153
"2022-07",Consumer Complaint,2144
"2022-07",Cooling Tower,5
"2022-07",Cranes and Derricks,10
"2022-07",Curb Condition,658
"2022-07",Damaged Tree,2380
"2022-07",Day Care,153
"2022-07",Dead Animal,1040
"2022-07",Dead/Dying Tree,1080
"2022-07",DEP Street Condition,12
"2022-07",Dept of Investigations,3
"2022-07",Derelict Vehicles,4508
"2022-07",Dirty Condition,4779
"2022-07",Disorderly Youth,22
"2022-07",DOOR/WINDOW,3036
"2022-07",Drinking,532
"2022-07",Drinking Water,21
"2022-07",Drug Activity,728
"2022-07",Dumpster Complaint,178
"2022-07",E-Scooter,40
"2022-07",ELECTRIC,2745
"2022-07",Electrical,196
"2022-07",Electronics Waste Appointment,759
"2022-07",Elevator,1486
"2022-07",ELEVATOR,142
"2022-07",Emergency Response Team (ERT),256
"2022-07",Encampment,4298
"2022-07",Ferry Complaint,19
"2022-07",Ferry Inquiry,19
"2022-07",FLOORING/STAIRS,1802
"2022-07",Food Establishment,991
"2022-07",Food Poisoning,189
"2022-07",For Hire Vehicle Complaint,958
"2022-07",Found Property,1
"2022-07",GENERAL,2258
"2022-07",General Construction/Plumbing,3571
"2022-07",Graffiti,656
"2022-07",Green Taxi Complaint,24
"2022-07",Hazardous Materials,161
"2022-07",HEAT/HOT WATER,2801
"2022-07",Highway Condition,273
"2022-07",Highway Sign - Damaged,12
"2022-07",Highway Sign - Missing,5
"2022-07",Homeless Person Assistance,3759
"2022-07",Illegal Animal Kept as Pet,19
"2022-07",Illegal Animal Sold,5
"2022-07",Illegal Dumping,3322
"2022-07",Illegal Fireworks,5409
"2022-07",Illegal Parking,34026
"2022-07",Illegal Posting,147
"2022-07",Illegal Tree Damage,377
"2022-07",Incorrect Data,6
"2022-07",Indoor Air Quality,495
"2022-07",Indoor Sewage,34
"2022-07",Industrial Waste,84
"2022-07",Institution Disposal Complaint,8
"2022-07",Investigations and Discipline (IAD),35
"2022-07",Lead,697
"2022-07",Lifeguard,11
"2022-07",LinkNYC,23
"2022-07",Litter Basket Complaint,145
"2022-07",Litter Basket Request,277
"2022-07",Lost Property,581
"2022-07",Lot Condition,195
"2022-07",Maintenance or Facility,2864
"2022-07",Missed Collection,4861
"2022-07",Mobile Food Vendor,253
"2022-07",Mold,35
"2022-07",Mosquitoes,87
"2022-07",Municipal Parking Facility,9
"2022-07",New Tree Request,1013
"2022-07",Noise,2837
"2022-07",Noise - Commercial,4710
"2022-07",Noise - Helicopter,1362
"2022-07",Noise - House of Worship,56
"2022-07",Noise - Park,1294
"2022-07",Noise - Residential,51365
"2022-07",Noise - Street/Sidewalk,23625
"2022-07",Noise - Vehicle,7171
"2022-07",Non-Emergency Police Matter,1373
"2022-07",Obstruction,1383
"2022-07",Outdoor Dining,367
"2022-07",OUTSIDE BUILDING,44
"2022-07",Overgrown Tree/Branches,2097
"2022-07",PAINT/PLASTER,4236
"2022-07",Panhandling,589
"2022-07",Pet Shop,7
"2022-07",Plant,21
"2022-07",Plumbing,237
"2022-07",PLUMBING,4449
"2022-07",Poison Ivy,33
"2022-07",Posting Advertisement,10
"2022-07",Private School Vaccine Mandate Non-Compliance,1
"2022-07",Public Payphone Complaint,4
"2022-07",Public Toilet,4
"2022-07",Radioactive Material,2
"2022-07",Real Time Enforcement,459
"2022-07",Recycling Basket Complaint,7
"2022-07",Request Large Bulky Item Collection,259
"2022-07",Residential Disposal Complaint,820
"2022-07",Retailer Complaint,2
"2022-07",Rodent,4343
"2022-07",Root/Sewer/Sidewalk Condition,798
"2022-07",SAFETY,802
"2022-07",Sanitation Worker or Vehicle Complaint,301
"2022-07",Scaffold Safety,23
"2022-07",School Maintenance,69
"2022-07",Sewer,3306
"2022-07",Sidewalk Condition,1879
"2022-07",Smoking,257
"2022-07",Special Natural Area District (SNAD),7
"2022-07",Special Operations,2
"2022-07",Special Projects Inspection Team (SPIT),327
"2022-07",Squeegee,5
"2022-07",Standing Water,199
"2022-07",Street Condition,6018
"2022-07",Street Light Condition,3973
"2022-07",Street Sign - Damaged,489
"2022-07",Street Sign - Dangling,237
"2022-07",Street Sign - Missing,396
"2022-07",Street Sweeping Complaint,1186
"2022-07",Tattooing,24
"2022-07",Taxi Complaint,487
"2022-07",Taxi Compliment,7
"2022-07",Traffic,362
"2022-07",Traffic Signal Condition,2876
"2022-07",Unleashed Dog,73
"2022-07",Unsanitary Animal Facility,6
"2022-07",Unsanitary Animal Pvt Property,244
"2022-07",UNSANITARY CONDITION,9139
"2022-07",Unsanitary Pigeon Condition,114
"2022-07",Uprooted Stump,53
"2022-07",Urinating in Public,101
"2022-07",Vaccine Mandate Non-Compliance,3
"2022-07",Violation of Park Rules,660
"2022-07",Water Conservation,522
"2022-07",WATER LEAK,2871
"2022-07",Water Quality,78
"2022-07",Water System,11278
"2022-07",Window Guard,2
"2022-07",Wood Pile Remaining,40
"2022-07",X-Ray Machine/Equipment,3
"2022-07",ZTESTINT,2
"2022-08",Abandoned Bike,180
"2022-08",Abandoned Vehicle,6175
"2022-08",Adopt-A-Basket,25
"2022-08",AHV Inspection Unit,9
"2022-08",Air Quality,1032
"2022-08",Animal-Abuse,636
"2022-08",Animal Facility - No Permit,2
"2022-08",Animal in a Park,355
"2022-08",APPLIANCE,1846
"2022-08",Asbestos,156
"2022-08",Beach/Pool/Sauna Complaint,41
"2022-08",BEST/Site Safety,27
"2022-08",Bike Rack Condition,27
"2022-08",Bike/Roller/Skate Chronic,207
"2022-08",Blocked Driveway,11987
"2022-08",Boilers,182
"2022-08",Bridge Condition,22
"2022-08",Broken Parking Meter,665
"2022-08",Building Condition,2
"2022-08",Building Drinking Water Tank,4
"2022-08",Building/Use,1749
"2022-08",Bus Stop Shelter Complaint,142
"2022-08",Bus Stop Shelter Placement,14
"2022-08",Commercial Disposal Complaint,141
"2022-08",Consumer Complaint,2228
"2022-08",Cooling Tower,5
"2022-08",Cranes and Derricks,15
"2022-08",Curb Condition,673
"2022-08",Damaged Tree,2503
"2022-08",Day Care,125
"2022-08",Dead Animal,1024
"2022-08",Dead/Dying Tree,1036
"2022-08",DEP Highway Condition,2
"2022-08",DEP Street Condition,14
"2022-08",Dept of Investigations,3
"2022-08",Derelict Vehicles,4703
"2022-08",Dirty Condition,4709
"2022-08",Disorderly Youth,15
"2022-08",DOOR/WINDOW,3111
"2022-08",Drinking,361
"2022-08",Drinking Water,15
